epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.17698,3.29255,6.86974,3.71944,0,0,0,0,0,9.95312,0,0,0,0
2,2.65936,5.54223,25.0935,5.0742,0,0,0,0,0,10.0781,0,1.9802e-05,1.9802e-05,1.9802e-05
3,3.09905,3.91499,27.8753,5.90065,0,0,0,0,0,10.1953,0,3.9208e-05,3.9208e-05,3.9208e-05
4,3.61461,3.61864,6.59734,3.66419,0,0,0,0,0,13.75,0,5.8218e-05,5.8218e-05,5.8218e-05
5,4.39919,4.34364,8.06397,3.82852,0,0,0,0,0,14.3281,0,7.6832e-05,7.6832e-05,7.6832e-05
6,6.14359,3.82191,5.39657,3.90214,0,0,0,0,0,26.9062,0,9.505e-05,9.505e-05,9.505e-05
7,6.87116,3.33443,11.2042,4.38741,0,0,0,0,0,26.7969,0,0.000112872,0.000112872,0.000112872
8,7.80119,4.63561,9.30018,4.99977,0,0,0,0,0,34.375,0,0.000130298,0.000130298,0.000130298
9,8.63459,3.28286,3.28771,3.04566,0,0,0,0,0,34.375,0,0.000147328,0.000147328,0.000147328
10,9.95513,2.89923,6.33883,3.00185,0,0,0,0,0,27.9688,0,0.000163962,0.000163962,0.000163962
11,12.418,3.24777,4.34089,3.07203,0,0,0,0,0,27.9688,0,0.0001802,0.0001802,0.0001802
12,13.3824,3.94101,6.73395,4.23186,0,0,0,0,0,28.2031,0,0.000196042,0.000196042,0.000196042
13,14.1873,2.44093,6.46432,2.80357,0,0,0,0,0,28.2031,0,0.000211488,0.000211488,0.000211488
14,15.6974,2.54338,4.28249,2.68414,0,0,0,0,0,38.2812,0,0.000226538,0.000226538,0.000226538
15,16.5862,2.5638,2.76437,2.63488,0,0,0,0,0,38.2812,0,0.000241192,0.000241192,0.000241192
16,17.4933,2.11617,2.7178,2.25911,0,0,0,0,0,58.9688,0,0.00025545,0.00025545,0.00025545
17,19.7527,1.98691,3.24949,2.15805,0,0,0,0,0,58.9688,0,0.000269312,0.000269312,0.000269312
18,20.6805,1.18464,2.90998,1.91903,0,0,0,0,0,64.375,0,0.000282778,0.000282778,0.000282778
19,21.4854,2.19704,2.52373,2.57463,0,0,0,0,0,64.375,0,0.000295848,0.000295848,0.000295848
20,23.9118,3.29883,3.47105,3.29092,0,0,0,0,0,39.3125,0,0.000308522,0.000308522,0.000308522
21,25.1215,1.80826,2.28909,2.37474,0,0,0,0,0,39.3125,0,0.0003208,0.0003208,0.0003208
22,26.0113,1.68539,2.36896,1.92599,0,0,0,0,0,31.625,0,0.000332682,0.000332682,0.000332682
23,27.3234,1.24907,1.82659,1.76867,0,0,0,0,0,31.625,0,0.000344168,0.000344168,0.000344168
24,28.1621,1.23206,2.53451,1.79295,0,0,0,0,0,31.625,0,0.000355258,0.000355258,0.000355258
25,29.0309,1.90281,2.18217,2.46273,0,0,0,0,0,32.4375,0,0.000365952,0.000365952,0.000365952
26,30.5047,1.52875,6.78161,1.70135,0,0,0,0,0,32.4375,0,0.00037625,0.00037625,0.00037625
27,31.3088,1.42847,2.11731,1.85799,0,0,0,0,0,32.4375,0,0.000386152,0.000386152,0.000386152
28,32.1722,1.4602,1.93673,1.97075,0,0,0,0,0,23.8281,0,0.000395658,0.000395658,0.000395658
29,33.0225,0.65323,3.03965,1.28021,0,0,0,0,0,23.8281,0,0.000404768,0.000404768,0.000404768
30,34.1076,1.07845,2.78777,1.49016,0,0,0,0,0,23.8281,0,0.000413482,0.000413482,0.000413482
31,34.9763,1.07197,2.29406,1.62401,0,0,0,0,0,13.75,0,0.0004218,0.0004218,0.0004218
32,35.8309,2.46559,3.40901,3.63435,0,0,0,0,0,13.75,0,0.000429722,0.000429722,0.000429722
33,37.0369,1.63541,2.34976,2.04766,0,0,0,0,0,13.75,0,0.000437248,0.000437248,0.000437248
34,37.8502,0.94732,1.9317,1.46279,0,0,0,0,0,17.0938,0,0.000444378,0.000444378,0.000444378
35,38.7147,3.03038,2.7028,3.3649,0,0,0,0,0,17.0938,0,0.000451112,0.000451112,0.000451112
36,39.5844,0.58423,1.48834,1.46855,0,0,0,0,0,17.0938,0,0.00045745,0.00045745,0.00045745
37,40.4318,0.94004,1.65708,1.40171,0,0,0,0,0,17.0938,0,0.000463392,0.000463392,0.000463392
38,41.3165,1.60133,1.87369,2.08036,0,0,0,0,0,36.5,0,0.000468938,0.000468938,0.000468938
39,42.3091,1.25998,1.95112,1.79166,0,0,0,0,0,36.5,0,0.000474088,0.000474088,0.000474088
40,43.1236,1.79282,1.97915,2.03335,0,0,0,0,0,36.5,0,0.000478842,0.000478842,0.000478842
41,43.9007,1.77999,2.44233,1.95036,0,0,0,0,0,36.5,0,0.0004832,0.0004832,0.0004832
42,44.7728,1.96601,1.82519,2.27572,0,0,0,0,0,7.19141,0,0.000487162,0.000487162,0.000487162
43,46.113,1.05984,1.82148,1.67727,0,0,0,0,0,7.19141,0,0.000490728,0.000490728,0.000490728
44,46.9591,1.34643,1.88883,2.268,0,0,0,0,0,7.19141,0,0.000493898,0.000493898,0.000493898
45,47.7426,0.5438,1.75243,1.2366,0,0,0,0,0,7.19141,0,0.000496672,0.000496672,0.000496672
46,48.5936,1.49245,2.01212,1.56197,0,0,0,0,0,17.8438,0,0.00049905,0.00049905,0.00049905
47,49.4945,1.8866,1.88345,2.81396,0,0,0,0,0,17.8438,0,0.000501032,0.000501032,0.000501032
48,50.3062,1.31624,1.37696,1.88967,0,0,0,0,0,17.8438,0,0.000502618,0.000502618,0.000502618
49,51.0351,0.39642,0.91968,1.28126,0,0,0,0,0,17.8438,0,0.000503808,0.000503808,0.000503808
50,52.308,0.43712,1.36865,1.0443,0,0,0,0,0,23.7969,0,0.000504602,0.000504602,0.000504602
51,53.4199,1.81437,2.03661,2.4385,0,0,0,0,0,23.7969,0,0.000505,0.000505,0.000505
52,54.29,1.43239,1.46173,1.67655,0,0,0,0,0,23.7969,0,0.000505002,0.000505002,0.000505002
53,55.1329,0.72899,1.28904,1.14071,0,0,0,0,0,23.7969,0,0.000504608,0.000504608,0.000504608
54,55.9286,1.45583,2.01199,2.23437,0,0,0,0,0,23.7969,0,0.000503818,0.000503818,0.000503818
55,57.9255,0.89296,1.00586,1.31662,0,0,0,0,0,14.625,0,0.000502632,0.000502632,0.000502632
56,59.7358,1.64827,2.11768,2.25615,0,0,0,0,0,14.625,0,0.00050105,0.00050105,0.00050105
57,60.6392,2.27378,3.10943,2.41193,0,0,0,0,0,14.625,0,0.000499072,0.000499072,0.000499072
58,61.91,0.85987,1.39744,1.47848,0,0,0,0,0,14.625,0,0.000496698,0.000496698,0.000496698
59,63.8538,2.63311,2.18695,2.84808,0,0,0,0,0,14.625,0,0.000493928,0.000493928,0.000493928
60,65.5394,2.19099,2.6722,2.04114,0,0,0,0,0,7.94922,0,0.000490762,0.000490762,0.000490762
61,66.8763,0.74792,1.43923,1.1688,0,0,0,0,0,7.94922,0,0.0004872,0.0004872,0.0004872
62,68.174,0.54397,1.75027,1.20391,0,0,0,0,0,7.94922,0,0.000483242,0.000483242,0.000483242
63,69.2686,0.95123,1.54537,1.65045,0,0,0,0,0,7.94922,0,0.000478888,0.000478888,0.000478888
64,70.5575,0.66759,1.86282,1.21556,0,0,0,0,0,7.94922,0,0.000474138,0.000474138,0.000474138
65,71.4202,1.32368,1.37121,1.67888,0,0,0,0,0,10.7891,0,0.000468992,0.000468992,0.000468992
66,72.6842,2.34476,3.51102,2.64511,0,0,0,0,0,10.7891,0,0.00046345,0.00046345,0.00046345
67,73.4757,1.1097,2.41078,1.46039,0,0,0,0,0,10.7891,0,0.000457512,0.000457512,0.000457512
68,74.421,1.01141,4.26746,1.7065,0,0,0,0,0,10.7891,0,0.000451178,0.000451178,0.000451178
69,75.3278,1.34214,1.14476,1.97256,0,0,0,0,0,10.7891,0,0.000444448,0.000444448,0.000444448
70,76.1861,1.02949,1.32612,1.60409,0,0,0,0,0,10.7891,0,0.000437322,0.000437322,0.000437322
71,76.9851,3.30588,2.77575,3.54371,0,0,0,0,0,9.57812,0,0.0004298,0.0004298,0.0004298
72,77.8791,0.54329,1.37201,0.99312,0,0,0,0,0,9.57812,0,0.000421882,0.000421882,0.000421882
73,79.2507,1.93791,1.50678,2.6405,0,0,0,0,0,9.57812,0,0.000413568,0.000413568,0.000413568
